all,kall,k,kcr,kli,kpr,knpr,ksd,kst,kap,kfo,knf,kres,kfeed,cereals20,cereals,oilcrops,sugarcrops,bioenergycrops,other_crops,crops_excluding_bioenergy_and_forage,kforest,k_trade,k_notrade,time,t_all,processing20,past,past_all,past_soc,awms,awms_prp,awms_conf,pollutants_all,pollutants,n_pollutants_direct,land,kall_agg1,kall_agg2,npk,attributes,dm_ge_nr,report_it,default_sep18,biogas_dec18,biochar_jan19
pyrolyzing,,,,,,,,,,,,,,,,,,,,,,,,,,processing20,,,,,,,,,,,,,,,,,,,biochar_jan19
grazing_pasture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms,awms_prp,,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
grazing_cropland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms,awms_prp,,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms,,,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
confinement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms,,,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
lagoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
drylot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
pit_shrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
daily_spread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
pit_long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
digest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,awms_conf,,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
co2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
ch4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
n2o_n_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,n_pollutants_direct,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
n2o_n_indirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
nh3_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,n_pollutants_direct,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
no2_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,n_pollutants_direct,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
no3_n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,pollutants,n_pollutants_direct,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
nmhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
h2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
pm2_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
tpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
tc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
oc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants_all,,,,,,,,,,default_sep18,biogas_dec18,biochar_jan19
